Issue key,Issue id,Assignee,Status,Summary,Custom field (Type of Service),Component/s,Custom field (Offering Type),Priority,Custom field (Total amount (€) weighted),Custom field (Type Business Opportunity),Custom field (Country),Custom field (Market),Custom field (Market Manager),Custom field (DN Manager),Custom field (Operations Manager),Custom field (Renewal),Custom field (Código GEP),Custom field (Temporal Scope),Custom field (Receipt of application),Custom field (Delivery Commitment),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Total Amount (euros)),Custom field (Budg.Loc.Currency),Custom field (Margin),Custom field (Offer Code (NG)),Custom field (Offer Description (NG)),Custom field (Transversal offer),Updated,Created,Custom field (Proposal Due Date),Custom field (Observations),Resolved
OFBRA-4087,19100994,wholanda,Under Study,[Volkswagen]  - AMS Ambiente CAx  - IC_VW-CAX,DS - AMS,Grupo Volkswagen,DS,Minor,,Proposal,Brazil,Industry,fabgoncalves,wholanda,amiraldi,No,INCODS_32,3.0,01/12/25 16:35,12/01/26 16:35,ejesus,mbenicios,mdamascenoa,tasilvam,,,,,,,,,,,,,,,,,No,26/12/25 16:02,12/12/25 16:42,,08/12 - Oferta prorrogada para dia 12/01/26,
OFBRA-4093,19109675,ecarneiro,On Offer,Lactalis - MSolução de Comissionamento para os RDA.s [IC_RDALAC],SGE - SAP S4 Hana,lactalis,Projeto,Minor,,Proposal,Brazil,Industry,icorrea,ecarneiro,,No,INCOSG_108,,01/12/25 16:35,12/12/25 16:35,emoura,,,,,,,,,,,,,,,,,,,,No,23/12/25 12:07,15/12/25 16:38,,15/12: Oferta em andamento. ,
OFBRA-4074,19054410,wholanda,On Offer,[Bradesco] - Gestão de Contratos,DS - Other,BRADESCO,,Minor,,Presale,Brazil,FS,tmoreirab,wholanda,,No,,,01/12/25 16:02,31/12/25 16:02,aangelo,,,,,,,,,,,,,,,,,,,,No,19/12/25 10:39,03/12/25 16:10,,03/12/2025 - Avaliando documentação do cliente - Levantamento de Dúvidas.,
OFBRA-4067,19036679,ceduardoc,Rejected,Petrobras PB_SEGEND ,Cyber,Petrobras,Petrobras PB_SEGEND ,Critical,,Proposal,Brazil,Energy,aazevedol,ceduardoc,,No,ENCOCB_11,3.0,01/12/25 15:24,18/12/25 15:24,agoncalvest,,,,,,,,,,,,,,,,,,,,No,26/12/25 11:40,01/12/25 15:34,17/01/26 15:24,"26/12 - NO GO Colegiado por falta de atestados
01/12 - Recebida RFP inicio de atividades",26/12/25 11:40
OFBRA-4073,19054159,htorresg,FollowUp,[Mapfre] Proposta Técnica e Comercial _ Billing de Dados [MAP26DBT02],Datos - Analytics,Mapfre,,Minor,"35,847",Proposal,Brazil,FS,dfarias,mbenicios,,No,FSCODA_32,,01/12/25 15:04,15/12/25 15:04,,,,,,,,,,,,,,,,35847.0,,,,,No,19/12/25 09:21,03/12/25 15:11,,"15/12/2025 - Oferta concluida e enviada para o Responsável ( Márcio)
03/12/2025 - Criado Oferta no Jira e Grupo no Teams.",
OFBRA-4108,19140008,wholanda,On Offer,[BRASIL SEG] Renovação Bodyshop Brasilseg,DS - Other,Brasilseg,,Minor,"672,000",Proposal,Brazil,FS,dfarias,wholanda,,Yes,FSCODS_60,1.0,01/12/25 14:36,22/12/25 14:36,,,,,,,,,,,,,,,,672000.0,4200000.0,24.0,,,Yes,19/12/25 17:38,19/12/25 14:39,19/03/26 17:37,19/12/2025 - MDC elaborado - passará em comitê no dia 22/12.,
OFBRA-4072,19054124,htorresg,FollowUp,[Rede D'or] Automação de Alertas e Análise de Dados [SADORDADOS],Datos - Analytics,REDE D´OR,,Minor,"1,947,690",Proposal,Brazil,Sanidad,fpenan,mbenicios,,No,SACODA_4,,01/12/25 14:30,05/12/25 14:30,,,,,,,,,,,,,,,,64923.0,,,,,No,17/12/25 23:05,03/12/25 14:37,,"01/12 - Inicio do desenvolvimento da Oferta.
03/12 - Criado Oferta no Jira.",
OFBRA-4071,19053999,agoncalvest,FollowUp,[CLARO] LPU Core 26 - CLACORE0100,DS - Application Modernization,Claro,,Minor,"320,000",Proposal,Brazil,Telco,kgruszkowska,wholanda,,No,TOCODS_9,3.0,01/12/25 14:27,08/12/25 14:27,agoncalvest,mdamascenoa,,,,,,,,,,,,,,320000.0,2000000.0,24.0,,,No,26/12/25 09:45,03/12/25 14:32,10/03/26 14:07,"26/12/2025 => Aguardando retorno do cliente.
17/12/2025 => Proposta entregue, aguardando retorno do cliente.
11/12/2025 => Proposta entregue, aguardando retorno do cliente
03/12/2025 - Oferta em construção;
",
OFBRA-4068,19037126,rpuliti,On Offer,TIM -Automação de Processos - TIMIANOR,Hyperautomation,TIM,Projeto,Minor,,Proposal,Brazil,Telco,kgruszkowska,rpuliti,ecarneiro,No,TOCOSG_18,1.0,01/12/25 10:23,26/12/25 06:00,agoncalvest,fpradoc,htorresg,mbenicios,rpuliti,taleixov,wholanda,,,,,,,,,,,,,,Yes,22/12/25 17:32,01/12/25 17:09,,"18/12 - Mercado informou que TIM irá reabrir a oferta e solicita que uma proposta esteja pronta para a entrega no momento que a oferta for reaberta. Entretanto ainda não existe uma data definida para a reabertura.
09/12 - Devido a demora nas respostas e ao pouco prazo para apresentar uma proposta, foi dado pelas práticas envolvidas um NO GO nessa oferta.
03/12 - Enviado para a TIM a lista de perguntas Minsait
03/12 - Kickoff interno Minsait
02/12 - Workshop TIM para essa oferta
01/12 - Divulgação da oferta",
OFBRA-4076,19063132,aangelo,FollowUp,TIM - Hub de Estruturação de Data Warehouse e gestão de processos [TIMHUB],Datos - IA,TIM,,Minor,"293,325",,Brazil,Telco,kgruszkowska,aangelo,phbispo,No,TOCODA_7,1.7,28/11/25 17:54,08/12/25 17:54,eosilva,htorresg,rmartinsb,rpuliti,,,,,,,,,,,,293325.0,1833286.0,24.0,,,No,23/12/25 17:52,04/12/25 17:59,09/03/26 16:04,"21/12/2025 - Oferta Enviada para Karina e anexada no portal do Cliente. 
16/12/2025 - Defesa da Oferta
Objetivo a coleta, processamento e armazenamento através de um DW, gestão de processos e geração de relatórios de acionamentos devidos e indevidos das operações prestadoras de serviços da TIM Brasil, permitindo uma gestão eficiente e baseada em dados",
OFBRA-4088,19101206,wholanda,Cancelled,[Neoenergia] Fábrica de Dados e IA - ENNEO_DAIA,Datos - Data Strategy / Governance,Neoenergia,Data,Minor,,Proposal,Brazil,Energy,mfariasf,wholanda,amiraldi,No,ENCODS_51,1.0,28/11/25 16:52,15/12/25 16:52,mbenicios,tasilva,,,,,,,,,,,,,,,,,,,No,12/12/25 17:00,12/12/25 16:56,,"oferta criada
jira duplicado",12/12/25 17:00
OFBRA-4058,19032431,emoura,On Offer,Heineken - Migração do SAP Portal [ IC_BTPHNK],SGE - SAP BTP,Heineken,Projeto,Minor,,Proposal,Brazil,Industry,icorrea,ecarneiro,,No,INCOSG_106,1.0,28/11/25 09:58,15/01/26 09:58,,,,,,,,,,,,,,,,,,,,,No,23/12/25 12:41,01/12/25 10:01,,"23/12: Cenário mapeado e acessos ativos para construção da resposta. Prazo Entrega: 16/01. Próximo Passo: Reunião de alinhamento com diretoria e KAM em 29/01 devido à criticidade do processo.
23/12: JIRA não está em duplicidade, ele está de acordo com o MOC. O MOC referente a oferta 3921 (ICHEINFDIG) está como Aceito, mesmo que esse tenha o mesmo escopo, ele está sendo contabilizado no MOC IC_BTPHNK, corretamente identificado e anunciado.
JIRA CANCELADO - REPETIDO COM O 3921
01/12: Oferta recebida e Iniciada. ",
OFBRA-4057,19031992,ecarneiro,On Offer,LWSI (Locaweb)- Venda e Implantação SAP SAC [IC_LWS_RFI],SGE - SAP S4 Hana,LWSI,Projeto,Minor,,Proposal,Brazil,Industry,dcavalari,ecarneiro,,No,INCOSG_107,,28/11/25 09:52,30/12/25 09:52,emoura,,,,,,,,,,,,,,,,,,,,No,15/12/25 23:05,01/12/25 09:55,,"11/12: RFI preenchida e enviada ao cliente.
05/12: Reunimo-nos com o time de TI para entender as necessidades do cliente e apresentamos o SAP BDC. A equipe deles ficou responsável por agendar uma demonstração da solução (SAC).
01/12: Oferta criada e iniciada. ",
OFBRA-4078,19071708,wholanda,Under Study,NEOENERGIA - Execução Projetos DATA e IA - [ENNEO_DAIA],DS - Automation & Low Code,NEONERGIA,,Minor,"160,000",Proposal,Brazil,Energy,mfariasf,wholanda,,No,ENCODS_51,3.0,28/11/25 09:21,08/12/25 09:21,,,,,,,,,,,,,,,,160000.0,1000000.0,29.0,,,Yes,17/12/25 23:05,08/12/25 09:23,12/02/26 15:03,08/12 - Oferta criada,
OFBRA-4054,19016386,mcarvalhos,FollowUp,MARY KAY - Renovação do contrato - [MKAYFDSD0002],GU - Workplace (WP),Mary Kay,Renovação de contrato,Minor,"106,463",Proposal,Brazil,Industry,icorrea,mcarvalhos,dbarul,Yes,INCOGU_20,1.0,27/11/25 13:46,12/12/25 13:46,fpradoc,,,,,,,,,,,,,,,106463.0,665396.0,24.0,,,No,26/12/25 09:11,27/11/25 13:49,28/01/26 11:11,"26/12/2025 - Aguardando retorno do mercado
19/12/2025 - Aguardando retorno do mercado
12/12/2025 - Aguardando retorno do mercado
05/12/2025 - Aguardando retorno do mercado
28/11/2025 - Elaborado MdC e planilha de RH para validação das taxas e enviado para Pricing. Também atualizado a proposta técnica e enviada ao mercado e gerente da operação
27/11/2025 - Recebimento da demanda e solicitado a projeção em PR do valor atual para simular em MdC",
OFBRA-4055,19023634,ecarneiro,On Offer,Gol - Projeto API Management I APIM Salesforce  [IC_GOLSFC],SGE - Sales Force,GOL Linhas Aereas,Projeto,Minor,,Proposal,Brazil,Industry,fcrivano,ecarneiro,,No,INCOSG_105,,27/11/25 11:36,30/01/26 11:36,,,,,,,,,,,,,,,,,,,,,No,22/12/25 09:06,28/11/25 11:40,,28/11: Oferta recebida e iniciada. ,
OFBRA-4056,19024654,priniesta,Cancelled,SESP/MT - DESENVOLVIMENTO DE SOFTWARE - [AP_MT_SESP],DS - Software Factory,SESP/MT,,Minor,,Proposal,Brazil,PA,fdmatos,priniesta,,No,APCODS_53,1.0,27/11/25 09:00,12/12/25 09:00,,,,,,,,,,,,,,,,,,,,,No,13/12/25 16:57,28/11/25 17:03,,"12/12: Oferta Cancelada pelo cliente.
05/12: Pregão adiado para o dia 12/12.
02/12: Oferta em fase de elaboração.
28/11: Oferta em fase de entendimento.
27/11: Oferta anunciada pelo Mercado. Pregão previsto para o dia 05/12.",13/12/25 16:57
OFBRA-4052,19008791,mcarvalhos,FollowUp,NEOENERGIA - Atendimento Tech Bar - [NEO_FSDESK0003],GU - Workplace (WP),Neoenergia,Ampliação do contrato MASTER,Minor,"311,414",Proposal,Brazil,Energy,vgrecci,mcarvalhos,dbarul,No,ENCOGU_15,3.0,26/11/25 15:13,15/12/25 15:13,areiner,,,,,,,,,,,,,,,311414.0,1946338.0,27.0,,,No,26/12/25 09:10,26/11/25 15:15,28/01/26 09:51,"26/12/2025 - Aguardando retorno do mercado
19/12/2025 - Aguardando retorno do mercado
12/12/2025 - Aguardando retorno do mercado
01/12/2025 - Alinhado com mercado o valor com margem 27% a ser apresentado ao cliente e enviado proposta técnica/comercial para Victor
28/11/2025 - Enviado o MdC e planilha de taxas RH ao Pricer e enviado a técnica no mesmo formato utilizado para as ofertas de ampliação do contrato MASTER
26/11/2025 - Recebimento da demanda, onde já foi esboçado o MdC",
OFBRA-4053,19014862,priniesta,FollowUp,SEAD/SC - SIGRH - [APSIGRHSC],DS - CEDEX,SEAD/SC,,Minor,"9,168,055",Proposal,Brazil,PA,lplourenco,priniesta,,No,APCODS_52,5.0,24/11/25 16:56,05/12/25 09:00,,,,,,,,,,,,,,,,9168055.0,5.7300349E7,25.0,,,No,29/12/25 20:59,27/11/25 11:15,05/06/26 18:00,"26/12: A nossa proposta foi aceita. Aguardando a Homologação do resultado do Pregão para que sejamos declarados Vencedores.
19/12: A nossa proposta foi aceita. Aguardando a Homologação do resultado do Pregão para que sejamos declarados Vencedores.
16/12: A nossa Documentação de Habilitação foi enviada ao Pregoeiro.
15/12: A 2. colocada também foi desclassificada. Fomos convocados para apresentar a nossa Documentação de Habilitação.
12/12: A 1. colocada foi desclassificada. A 2. colocada foi chamada para apresentar a Documentação de Habilitação.
05/12: Pregão realizado. Ficamos em 3. lugar.
04/12: MDC enviado ao Mercado.
28/11: Oferta em fase de elaboração.
24/11: Oferta anunciada plelo Mercado. Pregão previsto para o dia 05/12",
OFBRA-4048,18999644,agoncalvest,FollowUp,Banestes - Consultoria e Sustentação de Infraestrutura - [BES25CSI],DIC - Infra,Banestes,"Consultoria, sustentação e desenvolvimento de projetos de infraestrutura de TI.",Minor,"7,083,009",Proposal,Brazil,FS,amalheiros,ejesus,ffelix,No,FSCODI_22,5.0,24/11/25 11:26,08/12/25 11:26,agoncalvest,,,,,,,,,,,,,,,7083009.0,4.4268809E7,22.0,,,No,26/12/25 16:01,25/11/25 11:33,09/03/26 11:31,"26/12/25 => Aguardando retorno do cliente, até o momento sem manifestações.
17/12/25 => Aguardando cliente.
08/12/25 => Oferta entregue.
05/12/25 => Pricing finalizando os últimos detalhes do MdC. Pregão previsto para 09/12.
28/11/25 => Oferta em elaboração.
25/11/25 => Criação da Oferta no Jira.",
OFBRA-4047,18985644,ejesus,FollowUp,GWM - Ativação do Active Directory - [IC_AD_GWM],DIC - Infra,GWM,GWM - Ativação do Active Directory - [IC_AD_GWM],Minor,"62,742",Proposal,Brazil,Industry,icorrea,ejesus,ffelix,No,INCODI_14,0.25,23/11/25 20:30,27/11/25 16:30,,,,,,,,,,,,,,,,62742.0,392139.0,25.0,,,No,26/12/25 10:49,22/11/25 16:36,25/02/26 09:27,"26/12/25 => Proposta Entregue. Aguardando retorno do cliente.
05/12/25 => Proposta Entregue. Aguardando retorno do cliente.
28/11/25 => Proposta Entregue. Aguardando criação do MOC pelo KAM.
25/11/25 => Proposta Entregue. Aguardando criação do MOC pelo KAM.
21/11/25 => Criação do Jira. Aguardando envio da documentação por KAM ou Bid Management.",
OFBRA-4066,19036720,ceduardoc,FollowUp,Consulti Pentest,Cyber,Consulti Brasil LTDA,Consulti Pentest,Minor,"6,024",Proposal,Brazil,FS,crodrigot,ceduardoc,,No,FSCOCB_21,1.0,19/11/25 15:15,05/12/25 15:15,,,,,,,,,,,,,,,,6024.0,37650.0,30.0,,,No,26/12/25 12:47,01/12/25 15:19,30/01/26 15:15,"26/12 - Sem alteração no status
12/12 - Sem alteração
01/12 - Proposta para pentes Black/Gray/White em infraestrutura do cliente",
OFBRA-4049,19001558,mcarvalhos,FollowUp,PORTO SEGURO - Service Desk e Workplace - [POR25WKP01],GU - Workplace (WP),Porto Seguro,RFP,Minor,"6,028,837",Proposal,Brazil,FS,jlgomes,mcarvalhos,dbarul,No,FSCOGU_7,5.0,19/11/25 14:46,16/12/25 14:46,efernandasi,,,,,,,,,,,,,,,6028837.0,3.7680232E7,30.0,,,No,26/12/25 18:56,25/11/25 14:50,02/03/26 17:32,"26/12/2025 - Aguardando retorno do cliente
19/12/2025 - Proposta prorrogada a entrega ao cliente para 22/12, mas já enviado a atualização da técnica e MdC conforme PPU do cliente
16/12/2025 - MdC com o modelo operacional validado junto à Barul e Antônio e também validado a proposta técnica. MdC de posse da Ellen para validação por Pricing e técnica enviada ao mercado
12/12/2025 - Elaborado MdC após o retorno dos questionamentos, pendente validação junto à Barul e Antônio para fechar o modelo operacional e ajustes na técnica
01/12/2025 - Elaborado um MdC inicial e enviado por email para Barul e Adauri a estratégia e argumentação de custos que levaram ao preço alcançado. Segue aguardando o retorno dos questionamentos e em paralelo validação com parceiros sobre o atendimento, fornecimento de itens como Smart Locker e projetos de RFID e a construção da proposta técnica
28/11/2025 - Envio da lista de questionamentos
25/11/2025 - Início da análise da RFP",
OFBRA-4051,19005686,mcarvalhos,FollowUp,SMILES - Renovação de contrato - [SM_BPORA0003],BPO - BO,Smiles,RFP,Minor,"30,798,406",Proposal,Brazil,Industry,fcrivano,mcarvalhos,rlronqui,Yes,INCOBP_10,3.0,19/11/25 09:27,28/11/25 09:27,phenriquegu,,,,,,,,,,,,,,,531007.0,3318797.0,58.0,,,No,26/12/25 09:09,26/11/25 09:31,28/01/26 09:39,"26/12/2025 - Informação que no final de Janeiro que haja mais interações
19/12/2025 - Aguardando próximos passos do mercado
12/12/2025 - Aguardando próximos passos do mercado
01/12/2025 - Oferta entregue ao mercado
28/11/2025 - Enviado pela Kárita Maia a proposta técnica ajustada
26/11/2025 - Preparação da renovação sendo conduzida por Kárita Maia e Pedro Tercette junto ao mercado e Operações",
OFBRA-4041,18984962,priniesta,FollowUp,SEFAZ-MA - MANUTENÇÃO PLATAFORMA DADOS - [AP_MA_SFZ],Datos - Analytics,SEFAZ-MA,,Minor,"1,192,153",Proposal,Brazil,PA,frhode,priniesta,,No,APCODA_6,2.0,18/11/25 18:10,03/12/25 14:30,,,,,,,,,,,,,,,,1192153.0,7450960.0,24.0,,,No,29/12/25 21:00,21/11/25 15:10,03/06/26 18:00,"26/12: Aguardando o retorno do Pregoeiro sobre os próximos passos deste Pregão.
19/12: Aguardando o retorno do Pregoeiro sobre os próximos passos deste Pregão.
12/12: Aguardando o retorno do Pregoeiro sobre os próximos passos deste Pregão.
05/12: Acompanhando o andamento do Pregão para entender quais serão os próximos passos.
03/12: Pregão realizado. Durante a realização do Pregão, ocorreram problemas para a realização dos lances (o Edital informava que os lances seriam sobre o valor total, enquanto que a sessão foi aberta com os lances pelos valores unitários para cada item. Por não conseguirmos apresentar lances, ficamos em 7. lugar. Após a sessão, o Pregoeiro suspendeu o Certame.
02/12: MDC enviado ao Mercado.
28/11: Oferta em fase de elaboração.
25/11: Pregão adiado para o dia 03/12.
24/11: Oferta em fase de entendimento.
18/11: Oferta anunciada pelo Mercado. Pregão previsto para o dia 28/11.",
OFBRA-4075,19054463,wholanda,On Offer,[Santander] Automação de Testes e consultoria de QA,DS - Testing,Santander,,Minor,,Presale,Brazil,FS,sbarretod,wholanda,,No,,,18/11/25 16:23,31/12/25 16:23,,,,,,,,,,,,,,,,,,,,,No,03/12/25 16:30,03/12/25 16:30,,"03/12/2025 - Aguardando disponibilidade de agenda do cliente para próximos passos.
18/11/2025 - Apresentação da Offering de Testes ao cliente. Reunião produtiva, puxaremos uma cadência para aterrissar escopo e piloto.",
OFBRA-4033,18960514,ejesus,FollowUp,CLARO - Serviço de Consultoria Rancher - [CLAADRC] ,DIC - Infra,Claro,[CLAADRC] CLARO - Serviço de Consultoria Rancher,Minor,"74,350",Proposal,Brazil,Telco,kgruszkowska,ejesus,ffelix,Yes,TOCODI_5,1.0,18/11/25 16:17,24/11/25 16:17,agoncalvest,,,,,,,,,,,,,,,74350.0,464690.0,24.0,,,No,26/12/25 12:16,18/11/25 16:44,24/02/26 08:55,"27/12/25=> Aguardando retorno do cliente.
22/12/25=> Nova proposta Comercial e Técnica entregues baseado nas alterações de escopo enviadas pelo cliente.
05/12/25=> Proposta entregue. Aguardando retorno do cliente.
24/11/25=> Proposta entregue.
21/11/25 => Proposta em elaboração.
18/11/25 => Jira Criado",
OFBRA-4038,18968621,priniesta,Abandoned,ATI-MA - DESENVOLVIMENTO E MANUTENÇÃO DE SOLUÇÕES - [MAATIMAA01],DS - AMS,ATI-MA,,Minor,,Proposal,Brazil,PA,anemezio,priniesta,,Yes,APCODS_51,1.0,18/11/25 14:00,26/12/25 14:30,,,,,,,,,,,,,,,,,,,,,No,22/12/25 18:23,19/11/25 18:19,,"19/12: Oferta Abandonada pelo Cliente.
12/12: Aguardando a divulgação da nova data do Pregão.
05/12: Aguardando a divulgação da nova data do Pregão.
02/12: Oferta foi retomada pelo Mercado em virtude deste Edital ter sido Suspenso, sem previsão de data para o pregão.
28/11: NO GO oficializado por falta de prazo para cotação de ferramentas
28/11: Pregão adiado, sem definição de nova data.
24/11: Oferta em fase de elaboração.
18/11: Oferta anunciada pelo Mercado. Pregão previsto para o dia 28/11.",22/12/25 18:23
OFBRA-4050,19001968,jdoss,FollowUp,Columbia - Segregação com S/4 Hana [COL25SGE030000],SGE - SAP S4 Hana,COLUMBIA TRADING,Projeto,Minor,0,Proposal,Brazil,FS,crodrigot,ecarneiro,,No,FSCOSG_42,0.6,17/11/25 17:18,21/11/25 17:18,holiveiram,,,,,,,,,,,,,,,154560.0,966000.0,30.0,,,No,19/12/25 11:36,25/11/25 17:31,25/02/26 17:18,"09/12: Necessario fazer o DA para a SAP Urgente.
08/12: Aguardando retorno do cliente. 
25/11: Oferta trabalhada e entregue pela operação.
20/11: oferta entregue ao cliente.",
OFBRA-4032,18951690,priniesta,FollowUp,TJ/TO - DESENVOLVIMENTO DE SISTEMAS - [NOTJTODS],DS - Software Factory,TJ-TO,,Minor,"4,749,072",Proposal,Brazil,PA,fcampelo,priniesta,,No,APCODS_50,3.0,17/11/25 13:24,27/11/25 13:30,,,,,,,,,,,,,,,,4749072.0,2.9681702E7,24.0,,,No,29/12/25 21:01,17/11/25 15:12,27/05/26 18:00,"26/12: Acompanhando o andamento do Pregão.
19/12: Acompanhando o andamento do Pregão.
12/12: Acompanhando o andamento do Pregão.
05/12: Acompanhando o andamento do Pregão.
28/11: Acompanhando o andamento do Pregão.
27/11: Pregão realizado. Ficamos em 13. lugar.
26/11: MDC enviado ao Mercado.
24/11: Oferta em fase de elaboração.
17/11: Oferta anunciada pelo Mercado. Pregão previsto para o dia 27/11.",
OFBRA-4028,18950163,rpuliti,FollowUp,VIVO - Session Border Controller - VIVOSBC,P&A - Gestión de aplicaciones,"Telefonica | VIVO",Projeto,Minor,"959,433",Proposal,Brazil,Telco,laattianese,rpuliti,ikolomenconkovas,No,TECOPA_17,3.0,17/11/25 07:11,11/12/25 06:00,ejesus,ikolomenconkovas,laattianese,rmartinsb,rpuliti,,,,,,,,,,,959433.0,5996458.0,24.0,,,Yes,15/12/25 08:24,17/11/25 11:54,12/03/26 11:44,"12/12 - Proposta enviada no GEP.
02/12 - Oracle compartilhou material técnico.
25/11 - Reunião com o fornecedor Oracle SBC
24/11 - Reunião com o fornecedor Oracle SBC
20/11 - Reunião com o fornecedor Oracle SBC
17/11 - Divulgação da oferta",
OFBRA-4027,18943213,rpuliti,FollowUp,ABR Telecom - Continuidade da Solução ESAQ - ABRESAQ0100,DS - Application Modernization,ABR Telecom,Projeto,Minor,"4,066,478",Proposal,Brazil,Telco,kgruszkowska,rpuliti,wholanda,No,TOCODS_6,11.0,14/11/25 08:14,21/11/25 08:00,ejesus,eosilva,rmartinsb,tasilva,,,,,,,,,,,,4066478.0,2.541549E7,20.0,,,Yes,09/12/25 17:01,14/11/25 12:50,25/02/26 12:33,"25/11 - Proposta enviado no GEP.
14/11 - Updates das documentações
14/11 - Reabertura da Oferta y Anúncio",
OFBRA-4031,18951684,priniesta,Rejected,PREFEITURA DE BRUMADINHO -  SOLUÇÕES URBANAS - CIDADE INTELIGENTE - [AP_MG_BRU],DIC - Project,Prefeitura Brumadinho,,Minor,,Proposal,Brazil,PA,frhode,priniesta,,No,APCODI_6,1.0,13/11/25 11:00,26/11/25 11:00,,,,,,,,,,,,,,,,,,,,,No,27/11/25 23:05,17/11/25 15:07,,"25/11: NO GO decidido pelo Mercado.
13/11: Oferta anunciada pelo Mercado. Pregão previsto para o dia 26/11.",27/11/25 11:17
OFBRA-4030,18951658,priniesta,Rejected,SENAC/SP - SERVIÇOS EM PLATAFORMA LIFERAY - [APSENACSP],DS - Portales Web,SENAC/SP,,Minor,,Proposal,Brazil,PA,fcampelo,priniesta,,No,APCODS_48,1.0,13/11/25 11:00,19/11/25 11:00,,,,,,,,,,,,,,,,,,,,,No,28/11/25 23:04,17/11/25 14:45,,"18/11: NO GO decidido pelo Mercado.
13/11: Oferta anunciada pelo Mercado. Pregão previsto para o dia 19/11.",28/11/25 17:32
OFBRA-4037,18968219,rpiacente,FollowUp,SABESP - Implementação S4 Hana - [ENS4HANASA],SGE - SAP S4 Hana,Sabesp,,Minor,"6,885,133",Proposal,Brazil,Energy,bsoarest,ecarneiro,,No,ENCOSG_44,1.58,13/11/25 11:00,24/11/25 11:00,holiveiram,,,,,,,,,,,,,,,6885133.0,4.3032081E7,24.0,,,No,22/12/25 09:06,19/11/25 15:28,02/12/25 16:21,"08/12/2025: Oferta entregue ao mercado. 
24/11/2025: Oferta sendo trabalhada. 
19/11/2025 - Oferta criada",
OFBRA-4029,18951620,priniesta,Lost,ABDI -  DESENVOLVIMENTO SOFTWARE - [AP_DF_ABDI],DS - Software Factory,ABDI,,Minor,"390,652",Proposal,Brazil,PA,frhode,priniesta,,No,APCODS_49,1.0,13/11/25 11:00,18/11/25 11:00,,,,,,,,,,,,,,,,390652.0,2441572.0,23.0,,,No,13/12/25 17:22,17/11/25 14:24,18/02/26 12:11,"05/12: Acompanhando o andamento do Pregão.
28/11: Acompanhando o andamento do Pregão.
21/11: Acompanhando o andamento do Pregão.
18/11: Pregão realizado. Ficamos em 13. lugar.
17/11: MDC enviado ao Mercado.
16/11: Oferta em fase de elaboração.
13/11: Oferta anunciada pelo Mercado. Pregão previsto para o dia 18/11.",13/12/25 17:22
